,category,counts,chosen
1141,taxi,0.0,False
1142,tea candle holder,0.0,False
1143,team,0.0,False
1144,teapot,0.0,False
1145,teddy bear,0.0,False
1146,tee shirt,0.0,False
1147,teenager,0.0,False
1148,telephone,0.0,False
1149,telephone pole,0.0,False
1150,television,0.0,False
1151,tennis ball,0.0,False
1152,tennis court,0.0,False
1153,tennis player,0.0,False
1154,tennis racket,0.0,False
1155,tennis shoe,0.0,False
1156,tent,0.0,False
1157,terrain,0.0,False
1158,terrycloth,0.0,False
1159,text,0.0027780146651481706,True
1160,thigh,0.0,False
1161,tie,0.0,False
1162,tile,0.0,False
1163,tile flooring,0.0,False
1164,tiles,0.0,False
1165,time,0.0033392675277459953,True
1166,tip,0.0,False
1167,tire,0.0,False
1168,tires,0.0,False
1169,title,0.0,False
1170,toast,0.0,False
1171,toddler,0.0,False
1172,toilet,0.0,False
1173,toilet seat,0.0,False
1174,tomato,0.0,False
1175,tomatoes,0.0,False
1176,tongs,0.0,False
1177,tongue,0.0,False
1178,tool,0.0,False
1179,toothbrush,0.0,False
1180,toothpaste,0.0,False
1181,toothpick,0.0,False
1182,top,0.005564623589357814,True
1183,topping,0.0,False
1184,toppings,0.0,False
1185,tour bus,0.0,False
1186,towel,0.0,False
1187,towel rack,0.0,False
1188,towels,0.0,False
1189,tower,0.0,False
1190,toy,0.0021603951343230968,True
1191,toy bear,0.0,False
1192,toys,0.0,False
1193,track,0.0,False
1194,tracks,0.0,False
1195,traffic,0.0,False
1196,traffic light,0.0,False
1197,traffic lights,0.0,False
1198,traffic sign,0.0,False
1199,traffic signal,0.0,False
1200,trail,0.0,False
1201,train,0.0,False
1202,train car,0.0,False
1203,train engine,0.0,False
1204,train platform,0.0,False
1205,train station,0.0,False
1206,train track,0.0,False
1207,train tracks,0.0,False
1208,trains,0.0,False
1209,trash,0.0,False
1210,trash bin,0.0,False
1211,trash bucket,0.0,False
1212,trash can,0.0,False
1213,trashcan,0.0,False
1214,tray,0.0,False
1215,tree,0.004232380807374935,True
1216,tree branch,0.0,False
1217,tree branches,0.0,False
1218,tree trunk,0.0,False
1219,trees,0.0021700769385127184,True
1220,triangle,0.0,False
1221,trim,0.0,False
1222,trouser,0.0,False
1223,trousers,0.0,False
1224,truck,0.0,False
1225,trumpet,0.0,False
1226,trunk,0.0,False
1227,trunks,0.0,False
1228,tub,0.0,False
1229,tunnel,0.0,False
1230,tusk,0.0,False
1231,tv,0.0,False
1232,twig,0.0,False
1233,twigs,0.0,False
1234,two dogs,0.0,False
1235,two skiers,0.0,False
1236,tyre,0.0,False
1237,umbrella,0.0,False
1238,umbrellas,0.0,False
1239,umpire,0.0,False
1240,uniform,0.0,False
1241,urinal,0.0,False
1242,utensil,0.0,False
1243,utensils,0.0,False
1244,utility pole,0.0,False
1245,van,0.0,False
1246,vanity,0.0,False
1247,vase,0.0,False
1248,vases,0.0,False
1249,vegetable,0.0,False
1250,vegetables,0.0,False
1251,vegetation,0.0,False
1252,veggies,0.0,False
1253,vehicle,0.0,False
1254,vehicles,0.0,False
1255,vest,0.0,False
1256,via,0.0,False
1257,video games,0.0,False
1258,view,0.0062246043291988495,True
1259,vine,0.0,False
1260,vines,0.0,False
1261,visor,0.0,False
1262,volkswagen,0.0,False
1263,wake,0.0,False
1264,walkway,0.0,False
1265,wall,0.00792565753707899,True
1266,wallpaper,0.0028394211766522097,True
1267,walls,0.002011401451766644,True
1268,watch,0.0,False
1269,water,0.007470188332311881,True
1270,water bottle,0.0,False
1271,water in scene,0.0,False
1272,water source,0.0,False
1273,watermelon,0.0,False
1274,waters,0.0,False
1275,wave,0.0,False
1276,waves,0.0,False
1277,weather,0.0,False
1278,weed,0.0,False
1279,weeds,0.0,False
1280,wetsuit,0.0,False
1281,wheel,0.0,False
1282,wheels,0.0,False
1283,whisker,0.0,False
1284,whiskers,0.0,False
1285,white,0.03341050040736523,True
1286,window,0.0020517467234718897,True
1287,window pane,0.0,False
1288,window sill,0.0,False
1289,windows,0.0,False
1290,windshield,0.0,False
1291,wine,0.0,False
1292,wine glass,0.0,False
1293,wing,0.0,False
1294,wings,0.0,False
1295,winter jacket,0.0,False
1296,wipers,0.0,False
1297,wire,0.0,False
1298,wires,0.0,False
1299,woman,0.0072779846250296916,True
1300,women,0.003975189647313093,True
1301,wood,0.0038837297545848315,True
1302,woodland,0.0,False
1303,woods,0.0,False
1304,word,0.0,False
1305,words,0.0,False
1306,wrap,0.0,False
1307,wrapper,0.0,False
1308,wrist,0.0,False
1309,wristband,0.0,False
1310,writing,0.0,False
1311,y patients,0.0,False
1312,yacht,0.0,False
1313,yard,0.0,False
1314,zebra,0.0,False
1315,zebras,0.0,False
1316,zipper,0.0,False
